,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
460,Alibaba set to unleash AI that offers financial advice – do you feel lucky?,2023-09-12,The Register,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5424720644950867, 0.213387593626976, 0.14685365557670593, 0.09728655219078064]"
461,Gary Gensler confirms SEC's use of AI for financial surveillance,2023-09-12,Cointelegraph,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.48297181725502014, 0.21636876463890076, 0.17851057648658752, 0.12214885652065277]"
462,AI Revolution: 2 Artificial Intelligence Growth Stocks Billionaire ...,2023-09-12,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6445552110671997, 0.24837087094783783, 0.06266683340072632, 0.044407058507204056]"
463,1 Artificial Intelligence (AI) Growth Stock Is a Must-Buy for Most ...,2023-09-12,Nasdaq,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.7057195901870728, 0.216196671128273, 0.05226712301373482, 0.025816693902015686]"
464,Rackspace Technology Launches Intelligent Co-worker for the Enterprise to Make Generative Artificial Intelligence Accessible Worldwide,2023-09-12,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3523274064064026, 0.2979227900505066, 0.17648151516914368, 0.17326825857162476]"
465,AI startup Upstage expands into e-commerce with ConnectWave,2023-09-11,코리아타임스,Other,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.34118932485580444, 0.29537731409072876, 0.22820138931274414, 0.13523198664188385]"
466,KT invests in LLM global startup 'Upstage'... through strategic partnership...,2023-09-11,인공지능신문,News Outlet,ko,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5329071879386902, 0.27334946393966675, 0.1251327097415924, 0.06861063838005066]"
467,Nvidia's dominance in AI chips deters funding for startups,2023-09-11,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.7641088962554932, 0.10567250102758408, 0.06737485527992249, 0.06284376233816147]"
468,NIH funds cross-campus effort to train experts in AI and nutrition ...,2023-09-11,Cornell Chronicle,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5181456804275513, 0.17180420458316803, 0.16716864705085754, 0.14288145303726196]"
469,STARTUP STAGE: Tango targets “mass affluent” travelers with AI ...,2023-09-11,PhocusWire,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.29515770077705383, 0.2703588306903839, 0.26471462845802307, 0.16976889967918396]"
470,IBM Readies 'Tuning Studio' for AI Prompting in watsonx Enterprise ...,2023-09-11,Virtualization Review,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4863545894622803, 0.227047398686409, 0.14341439306735992, 0.1431836485862732]"
471,Generative AI Startup Imbue Raises $200M for 'Reasoning' Models,2023-09-11,Voicebot.ai,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.39817574620246887, 0.30562591552734375, 0.1810220628976822, 0.11517631262540817]"
472,IBM Takes the Reins of Enterprise AI with Watsonx,2023-09-11,Forbes,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.30959635972976685, 0.2945409417152405, 0.25016534328460693, 0.14569731056690216]"
473,Why AI stocks aren't in a bubble,2023-09-11,Goldman Sachs,Blog,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.34710025787353516, 0.24720238149166107, 0.24018946290016174, 0.16550782322883606]"
474,Best Artificial Intelligence (AI) Stock to Buy: Palantir Stock vs. Upstart ...,2023-09-11,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4455951154232025, 0.30104154348373413, 0.17723605036735535, 0.07612722367048264]"
475,1 Artificial Intelligence (AI) Stock Down 69% You'll Regret Not ...,2023-09-11,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.939843475818634, 0.03210155665874481, 0.017718134447932243, 0.010336806997656822]"
476,Meta buys AI training chips to create new chatbot equivalent to GPT-4,2023-09-11,ANTARA,Other,id,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.30510246753692627, 0.28285884857177734, 0.22967810928821564, 0.18236052989959717]"
477,"ChatGPT Enterprise, emergence of paid AI service for companies",2023-09-11,보안뉴스,Other,ko,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3522397577762604, 0.32881730794906616, 0.23026274144649506, 0.08868017047643661]"
478,Best Artificial Intelligence (AI) Stock to Buy: Snowflake Stock vs ...,2023-09-10,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.31997349858283997, 0.23793429136276245, 0.22219429910182953, 0.21989788115024567]"
479,2 Artificial Intelligence (AI) Stocks to Buy in September 2023 That ...,2023-09-10,The Motley Fool,Blog,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.42573797702789307, 0.25061002373695374, 0.23409195244312286, 0.08955999463796616]"
480,3 Artificial Intelligence (AI) Winners to Buy Before the Next Bull Run ...,2023-09-10,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.810621440410614, 0.10419358313083649, 0.058716367930173874, 0.026468705385923386]"
481,"Ant Group launches Financial LLM, an AI model specifically for finance",2023-09-09,Blognone,Blog,th,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.4244840443134308, 0.2339564561843872, 0.21807396411895752, 0.12348552793264389]"
482,Should You Buy the Dip in This AI King's Stock?,2023-09-09,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4579012095928192, 0.18616440892219543, 0.18335402011871338, 0.17258037626743317]"
483,Nvidia: Another Reason Why Buying This Artificial Intelligence (AI ...,2023-09-09,The Motley Fool,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4625869393348694, 0.2683212161064148, 0.15285472571849823, 0.11623717844486237]"
484,New AI Image Generator Startup Takes a 'Responsible' Approach to ...,2023-09-08,PetaPixel,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.5351656079292297, 0.2307768315076828, 0.12926866114139557, 0.10478881001472473]"
485,Finder's Kylie Purcell tests AI: a robot beats Australia's top fundies,2023-09-08,The Australian Financial Review,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3068339228630066, 0.27243363857269287, 0.27044227719306946, 0.1502901315689087]"
486,Founder of Purported Artificial Intelligence-Driven Hedge Fund ...,2023-09-08,Department of Justice,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3318651020526886, 0.2642429769039154, 0.2432965189218521, 0.1605953425168991]"
487,Startup debuts new AI models trained on Getty Images and other ...,2023-09-08,Digiday,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2857781648635864, 0.2785607874393463, 0.22860699892044067, 0.207054004073143]"
488,"Artificial Intelligence in Packaging Market to Surpass USD 5,375.28 Million by 2032",2023-09-08,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5446805357933044, 0.2345571219921112, 0.17245487868785858, 0.04830748960375786]"
489,Is AI in the enterprise ready for primetime? Not yet.,2023-09-08,CIO,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6093433499336243, 0.3004540503025055, 0.04702913388609886, 0.0431734137237072]"
490,AI Lab Imbue Secures $200M Funding from Nvidia and Others,2023-09-08,Coinspeaker,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.35461631417274475, 0.3057939112186432, 0.28557559847831726, 0.05401415750384331]"
491,LLM developer Spiral.AI receives 830 million yen seed from Global Brain and others...,2023-09-08,BRIDGE,Other,ja,positive,"['Optimism', 'Skepticism', 'Excitement', 'Concern']","[0.2960478663444519, 0.2927720844745636, 0.21254345774650574, 0.19863662123680115]"
492,Noetik Raises $14 Million Seed Financing to Revolutionize Cancer Immunotherapy Using Artificial Intelligence,2023-09-07,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3794771432876587, 0.32293757796287537, 0.18057958781719208, 0.11700573563575745]"
493,"It is rumored that Apple spends millions of dollars every day to bet on AI, and its GPT parameters exceed 200 billion",2023-09-07,Anue鉅亨,News Outlet,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5156263709068298, 0.22434251010417938, 0.15009917318820953, 0.10993199795484543]"
494,AI Research Lab Imbue Nabs $200 Million For Bet To Build AI 'Agents',2023-09-07,Forbes,Magazine,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.3441590368747711, 0.29985910654067993, 0.2065938264131546, 0.14938801527023315]"
495,AI reading coach startup Ello raises $15M to bolster child literacy,2023-09-07,TechCrunch,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3403787612915039, 0.25231340527534485, 0.2182932049036026, 0.18901468813419342]"
496,AI startup Imbue closes $200M funding round backed by Nvidia,2023-09-07,SiliconANGLE News,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3307516574859619, 0.29583361744880676, 0.20683680474758148, 0.16657786071300507]"
497,Generative AI will supersede 2.4 million US jobs by 2030,2023-09-07,Interesting Engineering,Other,en,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.5141406059265137, 0.21086366474628448, 0.16101913154125214, 0.1139766052365303]"
498,Millions of dollars invested per day to develop 'Apple GPT'... Goal of applying 'Siri',2023-09-07,AI타임스,News Outlet,ko,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.6784069538116455, 0.12664178013801575, 0.12294856458902359, 0.07200264930725098]"
499,"AI Stock: C3.ai Sinks On Revenue Miss, Weak Outlook",2023-09-07,Investor's Business Daily,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7391408085823059, 0.21534384787082672, 0.028039617463946342, 0.017475780099630356]"
500,Self-driving EV venture reveals learning library that provides “visuality” to generative AI...,2023-09-07,ITmedia NEWS,News Outlet,ja,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.3271591365337372, 0.31446346640586853, 0.20450431108474731, 0.15387311577796936]"
501,Temenos Unlocks Personalised Banking with Generative AI Solution,2023-09-07,The Fintech Times,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.3480130136013031, 0.26794785261154175, 0.2659885585308075, 0.11805058270692825]"
502,Tencent unveils Hunyuan foundation AI model for enterprises as public debut of internet giant's chatbot remains on hold,2023-09-07,Yahoo Finance,News Outlet,en,neutral,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.2987712621688843, 0.28888988494873047, 0.25943523645401, 0.15290360152721405]"
503,5 Innovative AI Startups from Y Combinator’s Winter 2023 Batch,2023-09-07,Robots.net,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.42136794328689575, 0.22463904321193695, 0.2041429877281189, 0.1498500406742096]"
504,Better Artificial Intelligence (AI) Stock: Intel vs. Nvidia,2023-09-07,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.36616531014442444, 0.294199138879776, 0.17435887455940247, 0.1652766466140747]"
505,Better Artificial Intelligence (AI) Stock: AMD vs. Nvidia,2023-09-07,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.4321889281272888, 0.3024941086769104, 0.1452517956495285, 0.12006517499685287]"
506,"Tencent debuts Hunyuan AI model, opens it up for enterprise use",2023-09-07,Computerworld,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3525974154472351, 0.2631530165672302, 0.21800445020198822, 0.16624504327774048]"
507,3 Unstoppable Artificial Intelligence (AI) Stocks to Buy Now in ...,2023-09-07,Nasdaq,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5213571190834045, 0.2882877588272095, 0.1350679248571396, 0.055287186056375504]"
508,Temenos First to Launch Secure Generative AI Solution in Banking ...,2023-09-06,Temenos,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.33749330043792725, 0.28462424874305725, 0.2767775356769562, 0.10110487788915634]"
509,Artificial Intelligence's Use and Rapid Growth Highlight Its ...,2023-09-06,Government Accountability Office,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.5355207324028015, 0.20475727319717407, 0.13521087169647217, 0.12451115995645523]"
510,Here's My Top AI Stock to Buy in September,2023-09-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.4731666147708893, 0.29359301924705505, 0.12995123863220215, 0.10328912734985352]"
511,Baidu launches AI chatbot Ernie Bot and achieves more than a million...,2023-09-06,Tekios,Other,es,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.4106253683567047, 0.2265634685754776, 0.22098147869110107, 0.14182963967323303]"
512,Former Google AI expert raises $100mn for biotech start-up,2023-09-06,Financial Times,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.29530611634254456, 0.27136343717575073, 0.2318095862865448, 0.2015208601951599]"
513,Exclusive: AI chip startup d-Matrix raises $110 million with backing ...,2023-09-06,Reuters,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.424522340297699, 0.22180701792240143, 0.1969328671693802, 0.1567377895116806]"
514,Norway's oil fund is sending a message to companies on AI,2023-09-06,Financial Times,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.45618000626564026, 0.20828770101070404, 0.1706707775592804, 0.1648615151643753]"
515,Finance platform Intuit intros generative AI capability,2023-09-06,TechTarget,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.2910109758377075, 0.2594350576400757, 0.23352956771850586, 0.21602439880371094]"
516,GPU Alternative d-Matrix Raises $110 Million for AI Inference,2023-09-06,TechRepublic,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.39218807220458984, 0.29018011689186096, 0.2647387683391571, 0.05289311707019806]"
517,TurboTax-maker Intuit offers an AI agent that provides financial tips,2023-09-06,Ars Technica,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.34662410616874695, 0.2694682776927948, 0.2534431219100952, 0.1304645538330078]"
518,Apple is reportedly spending “millions of dollars a day” training AI,2023-09-06,The Verge,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5388474464416504, 0.18329870700836182, 0.16167159378528595, 0.11618225276470184]"
519,ChatGPT Enterprise: AI for Business - Artificial Intelligence,2023-09-06,eWeek,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.4230715334415436, 0.29978349804878235, 0.1803223341703415, 0.0968225747346878]"
520,2D To 3D AI Startup Was Actually Humans Doing the Work Manually,2023-09-06,Slashdot,Other,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.3682399094104767, 0.27485400438308716, 0.1899004876613617, 0.16700565814971924]"
521,IBM's Watsonx Highlights the Power of Customized AI for Enterprises,2023-09-06,Small Business Trends,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.3215349614620209, 0.2362392097711563, 0.22937673330307007, 0.21284915506839752]"
