,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
960,Addressing AI and Security Challenges With Red Teams: A Google ...,2023-10-02,Dark Reading,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7983704805374146, 0.08389762789011002, 0.06886138021945953, 0.048870522528886795]"
961,Workday Rising '23 - Workday reveals its approach to generative AI and customer data privacy,2023-10-02,diginomica,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.4905373752117157, 0.30551576614379883, 0.14760056138038635, 0.05634632706642151]"
962,Nextdata Closes $12M in Seed Funding to Unlock the AI Revolution ...,2023-10-02,Datanami,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.38844725489616394, 0.29297083616256714, 0.19566544890403748, 0.12291649729013443]"
963,"Will Open AI release a hardware device? ""Former Apple designer, Son Jeong-eui and 'AI's...",2023-10-02,한국경제,Other,ko,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.751153826713562, 0.11492880433797836, 0.08907780051231384, 0.044839635491371155]"
964,In My View: Artificial intelligence and ChatGPT | Opinion | triplicate ...,2023-10-02,The Triplicate,News Outlet,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4172760844230652, 0.21585004031658173, 0.1849055141210556, 0.18196836113929749]"
965,"Rolling in the deepfakes: generative AI, privacy and regulation",2023-10-02,Clyde & Co,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6719971299171448, 0.21147505939006805, 0.06542486697435379, 0.0511029027402401]"
966,National Security Agency to create an artificial intelligence center,2023-10-02,C4ISRNET,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6530271172523499, 0.12876690924167633, 0.11477312445640564, 0.10343285650014877]"
967,Britain's AI summit could backfire,2023-10-02,The Telegraph,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.889471709728241, 0.07761126011610031, 0.016784237697720528, 0.016132725402712822]"
968,"Early AI data center investments head into the core, not the edge",2023-10-02,Light Reading,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3722307085990906, 0.29960131645202637, 0.17352400720119476, 0.15464401245117188]"
969,"From robots to data analysis, AI could reshape manufacturing in CT",2023-10-02,Hartford Business Journal,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3587268590927124, 0.25345054268836975, 0.23599019646644592, 0.15183234214782715]"
970,Building responsible AI models: The argument for less data ...,2023-10-02,FRANCE 24 English,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5468836426734924, 0.26222580671310425, 0.10276052355766296, 0.08812996000051498]"
971,8x8: Conversational AI Is Future of Contact Center - 8x8 ...,2023-10-02,Channel Futures,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3576401174068451, 0.2976742386817932, 0.27785876393318176, 0.06682688742876053]"
972,OpenFold Drug Discovery AI Research Consortium Announces Funding of Large-Scale Protein Data Collection at Prof. Gabriel Rocklin’s Laboratory at Northwestern University,2023-10-02,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3371979892253876, 0.3170205056667328, 0.26819807291030884, 0.077583447098732]"
973,"New data shows that without intervention, generative AI jobs will ...",2023-10-02,Brookings Institution,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.37346261739730835, 0.3017479181289673, 0.1640920788049698, 0.16069740056991577]"
974,"NSA, CIA senior officials address artificial intelligence threats and ...",2023-10-02,intelNews.org,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7632176876068115, 0.14548338949680328, 0.05223464593291283, 0.03906428441405296]"
975,Dead grandma locket request tricks Bing Chat’s AI into solving security puzzle,2023-10-02,Ars Technica,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5741241574287415, 0.2624129056930542, 0.09446746855974197, 0.06899542361497879]"
976,European Commission checks AI chip market for stifled competition,2023-10-02,The Register,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8529113531112671, 0.07883939146995544, 0.038820311427116394, 0.02942887507379055]"
977,"NSA hopes AI Security Center will help US outsmart, outwit, and outlast adversaries",2023-10-02,The Register,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.39707374572753906, 0.25931456685066223, 0.19409799575805664, 0.14951367676258087]"
978,NIPR Summit and ‘threat’ of Artificial Intelligence in PR,2023-10-02,Vanguard,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8840624094009399, 0.0588873028755188, 0.03519013151526451, 0.021860208362340927]"
979,Meet the man developing Israel's first AI-powered citrus picking robot,2023-10-02,The Jerusalem Post,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.3584175705909729, 0.2776089608669281, 0.1982060819864273, 0.16576741635799408]"
980,AI-Enabled Robotic System Targets High-Mix Food Manufacturing,2023-10-02,Automation World,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.39100417494773865, 0.2975495755672455, 0.16091959178447723, 0.15052659809589386]"
981,Tom Hanks disavows AI clone amid Hollywood's robot reckoning,2023-10-02,Los Angeles Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5483970046043396, 0.339749276638031, 0.06445518136024475, 0.04739847779273987]"
982,AI robots to sort recycling from trash at UMass Amherst,2023-10-02,WWLP.com,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3755364418029785, 0.2647046148777008, 0.20165972411632538, 0.15809915959835052]"
983,Instant evolution: AI designs new robot from scratch in seconds,2023-10-02,Tech Xplore,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3316895067691803, 0.29601311683654785, 0.1924152970314026, 0.17988207936286926]"
984,xAI Project: Twitter to Train its AI With User Data,2023-10-02,Techweez,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.44526126980781555, 0.21168988943099976, 0.19554097950458527, 0.14750787615776062]"
985,Spotify CEO Daniel Ek warns laws trying to regulate AI would quickly become obsolete,2023-10-02,Fortune,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.695313036441803, 0.17749205231666565, 0.06546574085950851, 0.06172914057970047]"
986,"To introduce generative AI without hallucination, security, or cost concerns... ‘Private LLM’ for companies is on the rise",2023-10-02,테크M,Other,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.5464834570884705, 0.18909436464309692, 0.14095734059810638, 0.12346480786800385]"
987,CyberAgent is system development that shifts management control to generative AI...,2023-10-02,日本経済新聞,Other,ja,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3580203056335449, 0.3485885262489319, 0.20842194557189941, 0.08496919274330139]"
988,“I think my boyfriend cheated on me”… What advice did AI give?,2023-10-02,매일경제,Other,ko,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7579721212387085, 0.1750296652317047, 0.040157582610845566, 0.026840562000870705]"
989,“He’s my friend and my lover”: artificial intelligence disrupts...,2023-10-02,Blue Zone,Other,fr,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6718339920043945, 0.1326819211244583, 0.12355662137269974, 0.07192748039960861]"
990,AI Undergoes a Contact Center Expansion,2023-10-02,Destination CRM,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.5619807243347168, 0.15392065048217773, 0.14405959844589233, 0.14003902673721313]"
991,"OPM extends authority to make it easier to hire cyber, AI candidates",2023-10-02,Federal Times,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.34046730399131775, 0.29261788725852966, 0.18766427040100098, 0.17925052344799042]"
992,"Canada: Workplaces Should Consider Bias, Privacy in AI Policies",2023-10-02,SHRM,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8131619691848755, 0.1474369764328003, 0.026829570531845093, 0.012571461498737335]"
993,Booz Allen Hamilton invests in AI security startup HiddenLayer,2023-10-02,C4ISRNET,Other,en,positive,"['Optimism', 'Concern', 'Skepticism', 'Excitement']",Optimism,"[0.2751998007297516, 0.27005061507225037, 0.241580069065094, 0.21316954493522644]"
994,AI-driven Recycling Pilot Program Launches at UMass Campus Center,2023-10-02,UMass News and Media Relations,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.3150162994861603, 0.3005167543888092, 0.21224871277809143, 0.1722181886434555]"
995,stackArmor CEO Aims for 'FedRAMP for AI' With New AI Security ...,2023-10-02,MeriTalk,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.33893799781799316, 0.2769637703895569, 0.2188168466091156, 0.16528145968914032]"
996,NSA to Consolidate AI-Related Security Activities Under New AI ...,2023-10-02,HPCwire,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6698196530342102, 0.17227499186992645, 0.08661196380853653, 0.07129345089197159]"
997,"[Health Secretary AI] When I asked about my pain... 'Chat GPT' has no point, 'Bing' is pretty good",2023-10-02,코메디닷컴,Other,ko,negative,"['Skepticism', 'Concern', 'Excitement', 'Optimism']",Skepticism,"[0.45435765385627747, 0.45408016443252563, 0.04714760184288025, 0.04441457614302635]"
998,McAfee Bolsters Product Lineup with AI-Powered Protections and ...,2023-10-02,Business Wire,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.34807589650154114, 0.22416968643665314, 0.21610002219676971, 0.2116544097661972]"
999,Curious Conversations' podcast: Cayce Myers on AI's impact on ...,2023-10-02,Virginia Tech,Blog,en,neutral,"['Skepticism', 'Excitement', 'Optimism', 'Concern']",Skepticism,"[0.3451128900051117, 0.25888481736183167, 0.19889265298843384, 0.19710968434810638]"
1000,Will AI replace paralegals? Let's separate fact from fiction,2023-10-02,Thomson Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5819765329360962, 0.3072526454925537, 0.06747955083847046, 0.04329123720526695]"
1001,CloudWave Unveils New Artificial Intelligence Security and Privacy ...,2023-10-02,Healthcare Dive,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.5162079334259033, 0.19059322774410248, 0.14758522808551788, 0.1456136852502823]"
1002,Artificial Intelligence and Cybersecurity: Key Topics at the 78th ...,2023-10-02,Mayer Brown,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.674397349357605, 0.13469986617565155, 0.09555069357156754, 0.09535209834575653]"
1003,AI security center mulled by NSA | SC Media,2023-10-02,SC Media,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.605970025062561, 0.23160170018672943, 0.08340276777744293, 0.07902548462152481]"
1004,The Morning After: The NSA announces new artificial intelligence security center,2023-10-02,Engadget,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5073245763778687, 0.26607266068458557, 0.144351527094841, 0.08225134015083313]"
1005,Colorado Adopts Artificial Intelligence Regulation For Life Insurers ...,2023-10-02,Mondaq News Alerts,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5537441968917847, 0.21760717034339905, 0.12657566368579865, 0.10207297652959824]"
1006,"Writers Strike Is Over, But the AI Jobs Debate Is Just Beginning",2023-10-01,Bloomberg,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.49759212136268616, 0.29291078448295593, 0.1428644210100174, 0.0666327252984047]"
1007,iLiad Group's $106M AI pivot: NVIDIA partnership and European ...,2023-10-01,CoinGeek,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.305207222700119, 0.25254347920417786, 0.23868989944458008, 0.20355935394763947]"
1008,AI Therapeutics Announces Name Change to OrphAI Therapeutics,2023-10-01,AiThority,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.7297437191009521, 0.16505396366119385, 0.06128038465976715, 0.043921951204538345]"
1009,Keeping AI detection on right side of the law,2023-10-01,Magazine,Magazine,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8782014846801758, 0.05333609879016876, 0.040680158883333206, 0.0277822595089674]"
1010,My way or the AI way: Companies approach govt for infra amid GPU scarcity,2023-10-01,Economic Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.50669264793396, 0.2764284014701843, 0.138791024684906, 0.07808796316385269]"
1011,Global regulatory framework vital for Artificial Intelligence: DMK MP Wilson,2023-10-01,Times of India,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6384720206260681, 0.1283702850341797, 0.12146837264299393, 0.11168938130140305]"
1012,When Artificial Intelligence meets “Real” Estate | Real Estate ...,2023-10-01,Santa Fe New Mexican,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.5216495394706726, 0.20509964227676392, 0.1379091441631317, 0.13534174859523773]"
1013,10 AI Cybersecurity Threats You Should Be Aware Of,2023-10-01,Analytics Insight,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8691315650939941, 0.08079352974891663, 0.028216253966093063, 0.02185870334506035]"
1014,"Drones, robots and artificial intelligence: this is how NATO prepares for possible submarine attacks",2023-10-01,ABC.es,Other,es,negative,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6610361933708191, 0.17115497589111328, 0.12623801827430725, 0.0415707603096962]"
1015,AI: how to distinguish the real from… the robot?,2023-10-01,La Presse,Press Release Service,fr,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4561462998390198, 0.25544193387031555, 0.1638052612543106, 0.12460648268461227]"
1016,Navy's 2-year-old robot task force eyes more AI,2023-10-01,Defense One,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.42577841877937317, 0.2623567283153534, 0.16662879288196564, 0.145236074924469]"
1017,Generative Artificial Intelligence And Copyright Law – Analysis,2023-10-01,Eurasia Review,Academic Journal,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6667436957359314, 0.13524673879146576, 0.10069096088409424, 0.0973186194896698]"
1018,How Hollywood writers triumphed over AI – and why it matters,2023-10-01,The Guardian,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7559066414833069, 0.11908572167158127, 0.07390916347503662, 0.05109846591949463]"
1019,Key Tips and Tricks to Leverage AI in Data Analysis,2023-10-01,Analytics Insight,Blog,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.30673182010650635, 0.2625216245651245, 0.23976430296897888, 0.19098220765590668]"
